_id,id_annuncio,link_annuncio,vehicle,vehicle_user_desc,asking_price,km,registration,year,address,status,previous_owners,transmission,fuel,fuel_consumption,emissions_gCO2/km,seller,Column 18,Column 19,Column 20
"ObjectId(""5eff3b6c156a97c639b6f900"")",bfb61da0-0390-45c8-b7fd-a5a515ca905f,https://www.autoscout24.it/annunci/renault-zoe-zen-r240-elettrica-beige-bfb61da0-0390-45c8-b7fd-a5a515ca905f?cldtidx=14&cldtsrc=listPage,Renault ZOE,Zen R240,€ 9.900,96000,11/2016,2016,59,Usato,1,-/- (Tipo di cambio),Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Ren Car Spa,IT,46043 Castiglione Delle Stiviere - Mantova - Mn,
"ObjectId(""5eff3b6c156a97c639b6f901"")",e69fdd08-0a56-4890-b5a0-f57241071d29,https://www.autoscout24.it/annunci/hyundai-kona-ev-64kwh-2wd-excellence-promo-tan-2-99-elettrica-bianco-e69fdd08-0a56-4890-b5a0-f57241071d29?cldtidx=15&cldtsrc=listPage,Hyundai Kona,EV 64KWH 2WD EXCELLENCE Promo Tan 2,99,0 2,"[""1 km",1 km,1,28 kW (38 CV),K,1 proprietario,Manuale,Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",I.M. Spa,IT,00034 Colleferro - Roma - Rm
"ObjectId(""5eff3b6c156a97c639b6f902"")",d94fb81b-7446-4476-97c7-3f1d4dc7ff45,https://www.autoscout24.it/annunci/smart-fortwo-eq-electric-drive-passion-automatica-elettrica-bianco-d94fb81b-7446-4476-97c7-3f1d4dc7ff45?cldtidx=16&cldtsrc=listPage,smart forTwo,EQ electric drive Passion Automatica,€ 16.300,17900,12/2017,2017,56,Usato,1,Automatico,Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Motor Mec,IT,31039 Caselle di Altivole - Tv,
"ObjectId(""5eff3b6c156a97c639b6f903"")",3e482b36-c902-4c64-9f3c-00d5bce9ad56,https://www.autoscout24.it/annunci/hyundai-kona-electric-elettrica-da-e-28590-elettrica-grigio-3e482b36-c902-4c64-9f3c-00d5bce9ad56?cldtidx=18&cldtsrc=listPage,Hyundai Kona,Electric Elettrica da E 28590,€ 28.590,0,06/2020,2020,13,Nuovo,0,Automatico,Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Segreto Automobili,IT,20040 Cambiago - Milano,
"ObjectId(""5eff3b6c156a97c639b6f904"")",3c6a9792-4ba2-48a7-a103-b34b035a5496,https://www.autoscout24.it/annunci/citroen-mehari-mehari-e-mehari-soft-top-elettrica-arancione-3c6a9792-4ba2-48a7-a103-b34b035a5496?cldtidx=19&cldtsrc=listPage,Citroen Méhari,Mehari E-Mehari Soft Top,€ 17.950,1000,08/2019,2019,48,Aziendale,0,Manuale,Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Fashion Car Srl,IT,90045 Cinisi - Palermo - Pa,
"ObjectId(""5eff3b6c156a97c639b6f905"")",3be6737e-57ae-4fbd-9e4f-b17eb9300bfd,https://www.autoscout24.it/annunci/peugeot-208-motore-elettrico-136-cv-5-porte-allure-aziendale-elettrica-bianco-3be6737e-57ae-4fbd-9e4f-b17eb9300bfd?cldtidx=20&cldtsrc=listPage,Peugeot 208,motore elettrico 136 CV 5 porte Allure AZIENDALE,€ 24.500,90,01/2020,2020,78,Aziendale,0,Automatico,Elettrica,"6,8 l/100 km (comb.) 3",0 g CO2/km (comb.) 3,"6,8 kWh/100 km (comb.) 3""]",Bartolozzi Giacomo Srl,IT,59100 Prato - Po
"ObjectId(""5eff3b6c156a97c639b6f906"")",f71b58a8-a76f-ee2c-e053-0100007fd72e,https://www.autoscout24.it/annunci/tesla-model-s-p90d-full-ludicrus-elettrica-grigio-f71b58a8-a76f-ee2c-e053-0100007fd72e?cldtidx=17&cldtsrc=listPage,Tesla Model S,P90D FULL LUDICRUS,€ 79.000,59600,05/2016,2016,71,Usato,2,-/- (Tipo di cambio),Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Privato, ,IT,20824 LAZZATE
"ObjectId(""5eff3b6c156a97c639b6f907"")",a1718ab5-fc83-4d22-868a-e93b8f6fd85a,https://www.autoscout24.it/annunci/mercedes-benz-400-premium-4matic-elettrica-nero-a1718ab5-fc83-4d22-868a-e93b8f6fd85a?cldtidx=1&cldtsrc=listPage,Mercedes-Benz 400,Premium 4matic,€ 88.737,0,-/- (Anno),-,41,Nuovo,0,-/- (Tipo di cambio),Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Bonera Spa,IT,25135 Brescia - Bs,
"ObjectId(""5eff3b6c156a97c639b6f908"")",4a614e42-7b23-4f74-ae6a-2e48ee49f1e1,https://www.autoscout24.it/annunci/zhidou-d2-elettrica-rosso-4a614e42-7b23-4f74-ae6a-2e48ee49f1e1?cldtidx=2&cldtsrc=listPage,Zhidou D2,,€ 5.500,20000,07/2015,2015,8,Usato,1,Automatico,Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Fel3 Motors,IT,20132 Milano - Mi,
"ObjectId(""5eff3b6c156a97c639b6f909"")",46fb334e-9bbd-4826-b997-cfec33379fb2,https://www.autoscout24.it/annunci/renault-zoe-intens-r90-flex-elettrica-46fb334e-9bbd-4826-b997-cfec33379fb2?cldtidx=3&cldtsrc=listPage,Renault ZOE,Intens R90 Flex,€ 12.900,50000,01/2018,2018,93,Usato,0,Manuale,Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Borsoi,Borsoi Mestre,IT,
"ObjectId(""5eff3b6c156a97c639b6f90a"")",aec0c771-5208-4608-af77-ff9e69028ca8,https://www.autoscout24.it/annunci/renault-kangoo-z-e-4p-express-climatizzatore-elettrica-bianco-aec0c771-5208-4608-af77-ff9e69028ca8?cldtidx=5&cldtsrc=listPage,Renault Kangoo Z.E.,4p. Express - CLIMATIZZATORE,€ 5.900,21000,11/2014,2014,60,Usato,1,Automatico,Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Mastercar Srl,IT,33010 Tavagnacco - Udine - Ud,
"ObjectId(""5eff3b6c156a97c639b6f90b"")",3b694aa8-4f33-2e6c-e053-0100007fdff6,https://www.autoscout24.it/annunci/smart-forfour-eq-youngster-elettrica-argento-3b694aa8-4f33-2e6c-e053-0100007fdff6?cldtidx=4&cldtsrc=listPage,smart forFour,EQ Youngster,€ 16.500,5500,06/2019,2019,56,Usato,0,-/- (Tipo di cambio),Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Privato, ,IT,25080 prevalle (Brescia)
"ObjectId(""5eff3b6c156a97c639b6f90c"")",b71d5bb9-2d35-4bf3-873f-e31e7327532d,https://www.autoscout24.it/annunci/volkswagen-up-e-5p-elettrica-bianco-b71d5bb9-2d35-4bf3-873f-e31e7327532d?cldtidx=6&cldtsrc=listPage,Volkswagen up!,e- 5p,€ 14.500,20184,07/2016,2016,82,Usato,1,Automatico,Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Fratelli Giacomel Spa,IT,20090 Assago - Milano - Mi,
"ObjectId(""5eff3b6c156a97c639b6f90d"")",d03bfd69-0997-4788-88fe-8c7f09a54dd7,https://www.autoscout24.it/annunci/volkswagen-golf-5p-e-golf-elettrica-argento-d03bfd69-0997-4788-88fe-8c7f09a54dd7?cldtidx=7&cldtsrc=listPage,Volkswagen Golf,5p e-Golf,€ 26.500,13552,11/2018,2018,13,Usato,1,Automatico,Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Fratelli Giacomel Spa,IT,20090 Assago - Milano - Mi,
"ObjectId(""5eff3b6c156a97c639b6f90e"")",109b8ed7-9f23-4f30-98b4-6a49fffefce3,https://www.autoscout24.it/annunci/hyundai-kona-ev-64kwh-2wd-excellence-promo-tan-2-99-elettrica-nero-109b8ed7-9f23-4f30-98b4-6a49fffefce3?cldtidx=8&cldtsrc=listPage,Hyundai Kona,EV 64KWH 2WD EXCELLENCE Promo Tan 2,99,0 2,"[""14 km",4 km,1,28 kW (38 CV),K,1 proprietario,Automatico,Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",I.M. Spa,IT,00034 Colleferro - Roma - Rm
"ObjectId(""5eff3b6c156a97c639b6f90f"")",f662aaa3-99fd-441a-9e44-6f4c06061508,https://www.autoscout24.it/annunci/smart-fortwo-eq-youngster-elettrica-bianco-f662aaa3-99fd-441a-9e44-6f4c06061508?cldtidx=10&cldtsrc=listPage,smart forTwo,EQ Youngster,€ 18.200,1105,08/2019,2019,82,Usato,0,Automatico,Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Merbag S.p.A-Concessionaria Mercedes-Benz a Milano,IT,20151 Milano - Mi,
"ObjectId(""5eff3b6c156a97c639b6f910"")",a20045a8-95cd-f565-e053-0100007ffdef,https://www.autoscout24.it/annunci/tesla-model-s-p85-performances-elettrica-rosso-a20045a8-95cd-f565-e053-0100007ffdef?cldtidx=11&cldtsrc=listPage,Tesla Model S,P85 Performances,€ 39.800,109000,01/2014,2014,42,Usato,0,Automatico,Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Privato, ,IT,00189 Roma
"ObjectId(""5eff3b6c156a97c639b6f911"")",3c1c10e8-7d31-46d4-a9b3-674b09560c1e,https://www.autoscout24.it/annunci/smart-fortwo-eq-passion-elettrica-argento-3c1c10e8-7d31-46d4-a9b3-674b09560c1e?cldtidx=9&cldtsrc=listPage,smart forTwo,EQ Passion,€ 18.900,6786,12/2018,2018,82,Usato,0,Automatico,Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Merbag S.p.A-Concessionaria Mercedes-Benz a Milano,IT,20151 Milano - Mi,
"ObjectId(""5eff3b6c156a97c639b6f912"")",f68c9d8e-8e95-4973-8fbf-adabe3b07056,https://www.autoscout24.it/annunci/renault-zoe-life-r90-flex-92cv-come-nuova-solo-118oo-km-elettrica-bianco-f68c9d8e-8e95-4973-8fbf-adabe3b07056?cldtidx=12&cldtsrc=listPage,Renault ZOE,Life R90 Flex 92CV COME NUOVA SOLO 118OO KM,€ 11.650,11400,05/2017,2017,59,Usato,1,Automatico,Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Cardauto di Evan Cardamone,IT,50142 Firenze - Fi,
"ObjectId(""5eff3b6c156a97c639b6f913"")",c80e5191-82ae-42be-9ff9-fff2475fc194,https://www.autoscout24.it/annunci/citroen-c-zero-full-electric-airdream-seduction-elettrica-bianco-c80e5191-82ae-42be-9ff9-fff2475fc194?cldtidx=13&cldtsrc=listPage,Citroen C-Zero,Full Electric airdream Seduction,€ 11.100,9264,02/2018,2018,48,Usato,1,Automatico,Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Mebocar Srl,IT,20874 Busnago - Monza Brianza - Mb,
"ObjectId(""5eff3b6c156a97c639b6f914"")",a7fd7e6e-897d-40df-985e-d0277ad0877a,https://www.autoscout24.it/annunci/peugeot-208-motore-elettrico-136-cv-5-porte-gt-elettrica-blu-azzurro-a7fd7e6e-897d-40df-985e-d0277ad0877a?cldtidx=15&cldtsrc=listPage,Peugeot 208,motore elettrico 136 CV 5 porte GT,€ 27.500,2500,01/2020,2020,78,Dimostrativo,0,Automatico,Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Ghiraldo E Autoin Srl,IT,35042 Este - Padova - Pd,
"ObjectId(""5eff3b6c156a97c639b6f915"")",13adca1f-05d5-4587-8d6b-687d6f6bff0f,https://www.autoscout24.it/annunci/mini-cooper-se-l-elettrica-bianco-13adca1f-05d5-4587-8d6b-687d6f6bff0f?cldtidx=16&cldtsrc=listPage,MINI Cooper,SE L,€ 34.900,1000,02/2020,2020,17,Usato,1,Automatico,Elettrica,"14,8 l/100 km (comb.) 3","0 g CO2/km (comb.) 3""]",GF CAR SRL,IT,87036 Rende - Cosenza - Cs,
"ObjectId(""5eff3b6c156a97c639b6f916"")",30e2243e-0c50-4e45-99e1-ee896dc6c648,https://www.autoscout24.it/annunci/nissan-leaf-tekna-40-kwh-propilot-park-elettrica-grigio-30e2243e-0c50-4e45-99e1-ee896dc6c648?cldtidx=17&cldtsrc=listPage,Nissan Leaf,Tekna 40 kWh ProPilot Park,€ 27.800,9,08/2019,2019,124,KM0,1,Automatico,Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Automaster Srl,IT,83013 Mercogliano - Avellino - Av,
"ObjectId(""5eff3b6c156a97c639b6f917"")",ff89a938-713b-4361-9540-c2baf4ffb3ab,https://www.autoscout24.it/annunci/smart-fortwo-electric-drive-passion-elettrica-nero-ff89a938-713b-4361-9540-c2baf4ffb3ab?cldtidx=18&cldtsrc=listPage,smart forTwo,electric drive Passion,€ 13.700,52000,02/2018,2018,56,Usato,1,-/- (Tipo di cambio),Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Auto GP di Panzironi Piero,IT,00039 Zagarolo - Roma - Rm,
"ObjectId(""5eff3b6c156a97c639b6f918"")",d5a968fe-1093-43db-a6a1-31ea436bd2bd,https://www.autoscout24.it/annunci/peugeot-208-e-100kw-5-porte-gt-elettrica-blu-azzurro-d5a968fe-1093-43db-a6a1-31ea436bd2bd?cldtidx=19&cldtsrc=listPage,Peugeot 208,e- 100kW 5 porte GT,€ 27.900,3000,01/2020,2020,13,Aziendale,0,Manuale,Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Davighi F.lli Srl,IT,43100 Parma - Pr,
"ObjectId(""5eff3b6c156a97c639b6f919"")",5b779468-dc14-45cd-b5a9-71495649a2ac,https://www.autoscout24.it/annunci/jaguar-i-pace-ev-kwh-400-cv-auto-awd-se-elettrica-argento-5b779468-dc14-45cd-b5a9-71495649a2ac?cldtidx=20&cldtsrc=listPage,Jaguar I-Pace,EV kWh 400 CV Auto AWD SE,€ 81.000,1000,01/2020,2020,40,Usato,2,Automatico,Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Dream Land,IT,57121 Livorno,
"ObjectId(""5eff3b6c156a97c639b6f91a"")",a2e4dff3-1f69-4d4c-b2f8-ede230633250,https://www.autoscout24.it/annunci/smart-forfour-eq-passion-elettrica-nero-a2e4dff3-1f69-4d4c-b2f8-ede230633250?cldtidx=1&cldtsrc=listPage,smart forFour,EQ*Passion*,€ 16.999,2600,08/2018,2018,56,Usato,1,Automatico,Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Passione Motori Srl,IT,00166 Roma RM,
"ObjectId(""5eff3b6c156a97c639b6f91b"")",30d5a86e-39ba-4ce0-b196-19205c57ec6e,https://www.autoscout24.it/annunci/smart-fortwo-eq-electric-drive-elettrica-verde-30d5a86e-39ba-4ce0-b196-19205c57ec6e?cldtidx=2&cldtsrc=listPage,smart forTwo,EQ ELECTRIC DRIVE,€ 30.202,0,-/- (Anno),-,56,Nuovo,0,Automatico,Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Venus spa,IT,20831 Seregno - Monza Brianza - Mb,
"ObjectId(""5eff3b6c156a97c639b6f91c"")",adf233a8-da2f-1b7d-e053-0100007f1b80,https://www.autoscout24.it/annunci/nissan-e-nv200-elettrico-sincrono-trifase-tekna-flex-elettrica-nero-adf233a8-da2f-1b7d-e053-0100007f1b80?cldtidx=3&cldtsrc=listPage,Nissan E-NV200,Elettrico Sincrono Trifase Tekna Flex,€ 14.850,74000,08/2015,2015,110,Usato,0,-/- (Tipo di cambio),Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Privato, ,IT,12062 CHERASCO
"ObjectId(""5eff3b6c156a97c639b6f91d"")",cfef501b-9094-4e70-bf0a-a74131cc8ffc,https://www.autoscout24.it/annunci/nissan-leaf-tekna-elettrica-bianco-cfef501b-9094-4e70-bf0a-a74131cc8ffc?cldtidx=14&cldtsrc=listPage,Nissan Leaf,Tekna,€ 17.900,21000,06/2018,2018,124,Aziendale,0,Automatico,Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Roscini Veicoli Industriali Spa,Gianni Francenici / Andrea Mariani,IT,
"ObjectId(""5eff3b6c156a97c639b6f91e"")",6572b019-d6f1-41e0-aac8-941f92ca6fc4,https://www.autoscout24.it/annunci/tesla-model-s-90kwh-all-wheel-drive-90d-free-supercharger-elettrica-rosso-6572b019-d6f1-41e0-aac8-941f92ca6fc4?cldtidx=4&cldtsrc=listPage,Tesla Model S,90kWh All-Wheel Drive - 90D - FREE SUPERCHARGER,€ 52.900,264700,12/2015,2015,42,Usato,1,Automatico,Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Link Motors San Benedetto di Massimiliano Rossetti,IT,63039 San Benedetto del Tronto - AP,
"ObjectId(""5eff3b6c156a97c639b6f91f"")",1a71be4c-8216-45b4-8abd-b05e4232507b,https://www.autoscout24.it/annunci/nissan-leaf-tekna-40-kwh-nuova-elettrica-grigio-1a71be4c-8216-45b4-8abd-b05e4232507b?cldtidx=5&cldtsrc=listPage,Nissan Leaf,Tekna 40 kWh Nuova,€ 28.400,0,-/- (Anno),-,124,Nuovo,0,Automatico,Elettrica,-/- (l/100 km),0 g CO2/km (comb.) 3,"17,1 kWh/100 km (comb.) 3""]",Auto Po Srl,IT,44122 Ferrara - Fe
"ObjectId(""5eff3b6c156a97c639b6f920"")",0f8a2518-b0b1-49d8-a4fd-100dcb4faa37,https://www.autoscout24.it/annunci/renault-zoe-intens-r90-flex-aziendale-elettrica-grigio-0f8a2518-b0b1-49d8-a4fd-100dcb4faa37?cldtidx=6&cldtsrc=listPage,Renault ZOE,Intens R90 Flex , AZIENDALE,0 41,"[""15.000 km",0 km,12,68 kW (92 CV),A,-/- (Proprietari),Automatico,Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Gruppo Carmeli SpA,IT,25030 Coccaglio - Brescia - Bs
"ObjectId(""5eff3b6c156a97c639b6f921"")",6386fee6-b370-4a48-8353-4bc03a92976f,https://www.autoscout24.it/annunci/renault-zoe-intens-r90-flex-aziendale-elettrica-grigio-6386fee6-b370-4a48-8353-4bc03a92976f?cldtidx=8&cldtsrc=listPage,Renault ZOE,Intens R90 Flex , AZIENDALE,0 41,"[""15.000 km",0 km,12,68 kW (92 CV),A,-/- (Proprietari),Automatico,Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Autospazio - Gruppo Carmeli SpA,IT,25010 San Zeno Naviglio - Brescia
"ObjectId(""5eff3b6c156a97c639b6f922"")",93cb1150-5ea3-4223-b5a1-91d0f20b49cf,https://www.autoscout24.it/annunci/toyota-c-hr-1-8-hybrid-cvt-style-pelle-techpack-elettrica-grigio-93cb1150-5ea3-4223-b5a1-91d0f20b49cf?cldtidx=9&cldtsrc=listPage,Toyota C-HR,1.8 Hybrid CVT Style #Pelle#TechPack,€ 20.490,20000,04/2017,2017,99,Usato,1,Automatico,Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Sina Spa,IT,33170 Pordenone - Pn,
"ObjectId(""5eff3b6c156a97c639b6f923"")",512909da-411e-47ff-8d9d-11536c21ace4,https://www.autoscout24.it/annunci/nissan-leaf-tekna-40-kwh-propilot-park-elettrica-bianco-512909da-411e-47ff-8d9d-11536c21ace4?cldtidx=10&cldtsrc=listPage,Nissan Leaf,Tekna 40 kWh ProPilot Park,€ 28.900,0,-/- (Anno),-,124,Nuovo,0,Automatico,Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Tosoni Auto Spa,IT,53100 Isola D'arbia- Siena - Si,
"ObjectId(""5eff3b6c156a97c639b6f924"")",b9b750d4-d771-4a24-a558-67dc328956f4,https://www.autoscout24.it/annunci/nissan-leaf-business-40-kwh-elettrica-grigio-b9b750d4-d771-4a24-a558-67dc328956f4?cldtidx=11&cldtsrc=listPage,Nissan Leaf,Business 40 kWh,€ 23.900,0,-/- (Anno),-,124,Nuovo,0,Automatico,Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Tosoni Auto Spa,IT,53100 Isola D'arbia- Siena - Si,
"ObjectId(""5eff3b6c156a97c639b6f925"")",e82b15ce-cc03-47e5-a2f9-26b2e463c27e,https://www.autoscout24.it/annunci/peugeot-partner-full-electric-l2-furgone-premium-elettrica-bianco-e82b15ce-cc03-47e5-a2f9-26b2e463c27e?cldtidx=12&cldtsrc=listPage,Peugeot Partner,Full Electric L2 Furgone Premium,€ 14.700,10,06/2018,2018,48,Aziendale,0,Automatico,Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Automilano Srl,IT,22070 Grandate - CO,
"ObjectId(""5eff3b6c156a97c639b6f926"")",79ba97f9-2a8e-4aa2-bc2a-bed67c720e35,https://www.autoscout24.it/annunci/peugeot-partner-full-electric-l1-furgone-premium-elettrica-bianco-79ba97f9-2a8e-4aa2-bc2a-bed67c720e35?cldtidx=13&cldtsrc=listPage,Peugeot Partner,Full Electric L1 Furgone Premium,€ 13.850,10,06/2018,2018,48,Aziendale,0,Automatico,Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Automilano Srl,IT,22070 Grandate - CO,
"ObjectId(""5eff3b6c156a97c639b6f927"")",646d6986-54b0-4d49-bfb2-670e0290b2a7,https://www.autoscout24.it/annunci/volkswagen-golf-e-136-cv-300-km-autonomia-elettrica-bianco-646d6986-54b0-4d49-bfb2-670e0290b2a7?cldtidx=14&cldtsrc=listPage,Volkswagen Golf,e- 136 CV 300 KM AUTONOMIA,€ 20.900,26200,10/2017,2017,13,Usato,1,Automatico,Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",AZ Car 2018,IT,00173 Roma,
"ObjectId(""5eff3b6c156a97c639b6f928"")",05121f12-4921-4245-a546-060e90caf020,https://www.autoscout24.it/annunci/renault-zoe-intens-q90-flex-elettrica-beige-05121f12-4921-4245-a546-060e90caf020?cldtidx=15&cldtsrc=listPage,Renault ZOE,Intens Q90 Flex,€ 12.000,42933,02/2017,2017,59,Usato,1,Automatico,Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Gruppo Farina,IT,81025 Marcianise - Caserta,
"ObjectId(""5eff3b6c156a97c639b6f929"")",656fc306-00be-49bc-b1ce-90bf566b56fd,https://www.autoscout24.it/annunci/renault-twizy-twizy-80-life-flex-elettrica-bianco-656fc306-00be-49bc-b1ce-90bf566b56fd?cldtidx=16&cldtsrc=listPage,Renault Twizy,Twizy 80 Life Flex,€ 8.900,10,05/2020,2020,11,KM0,1,Automatico,Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Autobase Srl,IT,35020 Albignasego – Padova - Pd,
"ObjectId(""5eff3b6c156a97c639b6f92a"")",e6dee9cb-0fd3-4967-b9b4-eb573e523ec7,https://www.autoscout24.it/annunci/toyota-c-hr-1-8-hybrid-cvt-style-pelle-techpack-elettrica-grigio-e6dee9cb-0fd3-4967-b9b4-eb573e523ec7?cldtidx=7&cldtsrc=listPage,Toyota C-HR,1.8 Hybrid CVT Style #Pelle#TechPack,€ 20.490,20000,04/2017,2017,99,Usato,1,Automatico,Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Sina Spa Mestre-Venezia,IT,30173 Mestre - Venezia,
"ObjectId(""5eff3b6c156a97c639b6f92b"")",2e349c34-2786-4c50-9a9b-0a5eaf7e245b,https://www.autoscout24.it/annunci/nissan-leaf-tekna-40-kwh-tua-a-tasso-zero-elettrica-grigio-2e349c34-2786-4c50-9a9b-0a5eaf7e245b?cldtidx=17&cldtsrc=listPage,Nissan Leaf,Tekna 40 kWh TUA A TASSO ZERO,€ 23.900,6000,06/2019,2019,124,Aziendale,0,Automatico,Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Sea Srl,IT,10012 Bollengo - Torino - To,
"ObjectId(""5eff3b6c156a97c639b6f92c"")",d3b90517-0c6b-4cd7-9dd1-409f07654d20,https://www.autoscout24.it/annunci/smart-fortwo-eq-prime-elettrica-beige-d3b90517-0c6b-4cd7-9dd1-409f07654d20?cldtidx=18&cldtsrc=listPage,smart forTwo,EQ Prime,€ 23.590,0,-/- (Anno),-,56,Nuovo,0,Automatico,Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",StarEmilia,IT,44124 Ferrara - Fe,
"ObjectId(""5eff3b6c156a97c639b6f92d"")",82b06eb7-9f5e-4938-988d-d4d1b5d5695a,https://www.autoscout24.it/annunci/smart-fortwo-eq-cabrio-pulse-elettrica-argento-82b06eb7-9f5e-4938-988d-d4d1b5d5695a?cldtidx=19&cldtsrc=listPage,smart forTwo,EQ cabrio Pulse,€ 25.590,0,-/- (Anno),-,56,Nuovo,0,Automatico,Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",StarEmilia,IT,44124 Ferrara - Fe,
"ObjectId(""5eff3b6c156a97c639b6f92e"")",097ae20e-796c-4352-8b93-b04cab857799,https://www.autoscout24.it/annunci/jaguar-i-pace-ev-kwh-400-cv-auto-awd-se-elettrica-nero-097ae20e-796c-4352-8b93-b04cab857799?cldtidx=20&cldtsrc=listPage,Jaguar I-Pace,EV kWh 400 CV Auto AWD SE,€ 92.900,0,-/- (Anno),-,23,Nuovo,0,Automatico,Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Emilianauto Group Spa,IT,40100 Bologna - Bo,
"ObjectId(""5eff3b6c156a97c639b6f92f"")",8eff1663-35eb-49bf-b4d2-add3163b9ecb,https://www.autoscout24.it/annunci/peugeot-partner-full-electric-l2-furgone-premium-elettrica-bianco-8eff1663-35eb-49bf-b4d2-add3163b9ecb?cldtidx=2&cldtsrc=listPage,Peugeot Partner,Full Electric L2 Furgone Premium,€ 14.700,10,06/2018,2018,48,Aziendale,0,Automatico,Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Automilano srl,IT,20087 Robecco Sul Naviglio - Milano - Mi,
"ObjectId(""5eff3b6c156a97c639b6f930"")",c2c4da66-b108-43cc-a32b-aa5be854253b,https://www.autoscout24.it/annunci/audi-q3-35-tfsi-s-tronic-business-advanced-mild-hybrid-elettrica-grigio-c2c4da66-b108-43cc-a32b-aa5be854253b?cldtidx=1&cldtsrc=listPage,Audi Q3,35 TFSI S tronic Business Advanced mild hybrid,€ 40.400,0,-/- (Anno),-,1,Nuovo,0,Automatico,Elettrica,-/- (l/100 km),"139 g CO2/km (comb.) 3""]",Automobili De Pieri,IT,31033 Castelfranco Veneto - Treviso,
"ObjectId(""5eff3b6c156a97c639b6f931"")",270b0a6d-1e8d-4157-a131-4f9ebc9cb02c,https://www.autoscout24.it/annunci/peugeot-partner-full-electric-l1-furgone-premium-elettrica-bianco-270b0a6d-1e8d-4157-a131-4f9ebc9cb02c?cldtidx=3&cldtsrc=listPage,Peugeot Partner,Full Electric L1 Furgone Premium,€ 13.850,10,06/2018,2018,48,Aziendale,0,Automatico,Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Automilano srl,IT,20087 Robecco Sul Naviglio - Milano - Mi,
"ObjectId(""5eff3b6c156a97c639b6f932"")",064c24a8-8b7a-6058-e053-0100007f210f,https://www.autoscout24.it/annunci/estrima-biro-elettrica-bianco-064c24a8-8b7a-6058-e053-0100007f210f?cldtidx=4&cldtsrc=listPage,Estrima Birò,,€ 7.800,6500,09/2017,2017,16,Usato,0,-/- (Tipo di cambio),Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Privato, ,IT,20016 Milano
