_id,id_annuncio,link_annuncio,vehicle,vehicle_user_desc,asking_price,km,registration,year,address,status,previous_owners,transmission,fuel,fuel_consumption,emissions_gCO2/km,seller,Column 18,Column 19,Column 20
"ObjectId(""5eff3b6c156a97c639b6f933"")",30b35384-b696-480a-9fd7-69fc9e306a9d,https://www.autoscout24.it/annunci/porsche-taycan-4s-elettrica-grigio-30b35384-b696-480a-9fd7-69fc9e306a9d?cldtidx=5&cldtsrc=listPage,Porsche Taycan,4S,€ 151.200,0,-/- (Anno),-,19,Nuovo,0,Automatico,Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Centro Porsche Catania - RS Motorsport Spa,IT,95121 Catania - Ct,
"ObjectId(""5eff3b6c156a97c639b6f934"")",9bb634e4-bece-4f2c-b28f-9147550db3b7,https://www.autoscout24.it/annunci/jaguar-i-pace-i-pace-ev-kwh-400-cv-auto-awd-se-elettrica-nero-9bb634e4-bece-4f2c-b28f-9147550db3b7?cldtidx=6&cldtsrc=listPage,Jaguar I-Pace,I-Pace EV kWh 400 CV Auto AWD SE,€ 62.900,1150,09/2019,2019,40,Usato,0,Automatico,Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Autopiù Spa,IT,34147 Trieste,
"ObjectId(""5eff3b6c156a97c639b6f935"")",81ea5749-9c11-49b8-87cb-a10ea131644a,https://www.autoscout24.it/annunci/nissan-leaf-business-40-kwh-elettrica-bianco-81ea5749-9c11-49b8-87cb-a10ea131644a?cldtidx=7&cldtsrc=listPage,Nissan Leaf,Business 40 kWh,€ 25.000,0,-/- (Anno),-,124,Nuovo,0,Automatico,Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Tosoni Auto Spa,IT,53100 Isola D'arbia- Siena - Si,
"ObjectId(""5eff3b6c156a97c639b6f936"")",b4c5b122-ad44-4fd0-8960-87f98f44a665,https://www.autoscout24.it/annunci/mercedes-benz-eqc-400-sonderausfuehrung-e4matic-elettrica-argento-b4c5b122-ad44-4fd0-8960-87f98f44a665?cldtidx=9&cldtsrc=listPage,Mercedes-Benz EQC 400,Sonderausführung E4Matic,€ 88.951,0,-/- (Anno),-,41,Nuovo,0,Manuale,Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Venus Spa,IT,20900 Monza - Monza Brianza - Mb,
"ObjectId(""5eff3b6c156a97c639b6f937"")",8ee0752c-daef-4fa7-88ce-2ca9bc085088,https://www.autoscout24.it/annunci/nissan-leaf-tekna-40-kwh-propilot-park-elettrica-grigio-8ee0752c-daef-4fa7-88ce-2ca9bc085088?cldtidx=8&cldtsrc=listPage,Nissan Leaf,Tekna 40 kWh ProPilot Park,€ 26.800,12000,06/2019,2019,124,Aziendale,0,Automatico,Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Tosoni Auto Spa,IT,53100 Isola D'arbia- Siena - Si,
"ObjectId(""5eff3b6c156a97c639b6f938"")",4b9c5210-352d-4b3c-9a03-188962ef3b76,https://www.autoscout24.it/annunci/volkswagen-up-82-cv-elettrica-bianco-4b9c5210-352d-4b3c-9a03-188962ef3b76?cldtidx=10&cldtsrc=listPage,Volkswagen up!,82 CV,€ 15.900,31300,10/2016,2016,82,Usato,0,Manuale,Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Auto Brenner Spa,IT,39100 Bolzano - Bz,
"ObjectId(""5eff3b6c156a97c639b6f939"")",8894f5f6-5579-4878-a9dd-843b5d88ff34,https://www.autoscout24.it/annunci/audi-q3-sportback-35-tfsi-s-tronic-business-plus-mild-hybr-elettrica-argento-8894f5f6-5579-4878-a9dd-843b5d88ff34?cldtidx=11&cldtsrc=listPage,Audi Q3,Sportback 35 TFSI S tronic Business Plus Mild hybr,€ 42.500,0,-/- (Anno),-,1,Nuovo,0,Automatico,Elettrica,-/- (l/100 km),"139 g CO2/km (comb.) 3""]",Automobili De Pieri,IT,31033 Castelfranco Veneto - Treviso,
"ObjectId(""5eff3b6c156a97c639b6f93a"")",574547b1-17a6-4d56-b459-4f3f3c1cedf4,https://www.autoscout24.it/annunci/smart-fortwo-eq-cabrio-prime-elettrica-grigio-574547b1-17a6-4d56-b459-4f3f3c1cedf4?cldtidx=12&cldtsrc=listPage,smart forTwo,EQ cabrio Prime,€ 25.500,0,-/- (Anno),-,56,Nuovo,0,Automatico,Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",City Car Srl,IT,50019 Sesto Fiorentino - Firenze - Fi,
"ObjectId(""5eff3b6c156a97c639b6f93b"")",f84813a8-f536-aa7f-e053-0100007fb253,https://www.autoscout24.it/annunci/nissan-leaf-elettrico-sincrono-trifase-acenta-elettrica-nero-f84813a8-f536-aa7f-e053-0100007fb253?cldtidx=14&cldtsrc=listPage,Nissan Leaf,Elettrico Sincrono Trifase Acenta,€ 10.000,45000,01/2015,2015,110,Usato,0,-/- (Tipo di cambio),Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Privato, ,IT,00162 Roma
"ObjectId(""5eff3b6c156a97c639b6f93c"")",b99ec57b-47c7-433c-a15c-be31067d77f5,https://www.autoscout24.it/annunci/toyota-prius-plug-in-prius-plug-in-elettrica-bianco-b99ec57b-47c7-433c-a15c-be31067d77f5?cldtidx=13&cldtsrc=listPage,Toyota Prius,Plug-in Prius Plug-in,€ 27.500,10343,05/2018,2018,99,Aziendale,0,Automatico,Elettrica,1 l/100 km (comb.) 3,"28 g CO2/km (comb.) 3""]",Novauto Srl -,IT,21100 Varese,
"ObjectId(""5eff3b6c156a97c639b6f93d"")",bb4312a8-818d-5712-e053-0100007f62d3,https://www.autoscout24.it/annunci/nissan-leaf-elettrica-bianco-bb4312a8-818d-5712-e053-0100007f62d3?cldtidx=15&cldtsrc=listPage,Nissan Leaf,,€ 9.360,70000,12/2014,2014,110,Usato,0,-/- (Tipo di cambio),Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Privato, ,IT,39042 Bressanone
"ObjectId(""5eff3b6c156a97c639b6f93e"")",24050ba8-e700-0141-e053-0100007f5fc6,https://www.autoscout24.it/annunci/fiat-500-500e-sport-pack-derivazione-abarth-elettrica-bianco-24050ba8-e700-0141-e053-0100007f5fc6?cldtidx=17&cldtsrc=listPage,Fiat 500,500e sport pack derivazione ABARTH,€ 24.900,24486,12/2018,2018,114,Usato,1,Automatico,Elettrica,1 l/100 km (comb.) 3,"0 g CO2/km (comb.) 3""]",Privato, ,IT,20121 Milano
"ObjectId(""5eff3b6c156a97c639b6f93f"")",abe311a8-e61e-3266-e053-0100007fa2c2,https://www.autoscout24.it/annunci/tesla-model-s-70d-supercharger-gratis-con-garanzia-elettrica-nero-abe311a8-e61e-3266-e053-0100007fa2c2?cldtidx=16&cldtsrc=listPage,Tesla Model S,70D – SUPERCHARGER GRATIS – CON GARANZIA,€ 48.900,54000,08/2015,2015,34,Usato,1,Automatico,Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Privato, ,IT,40100 Bologna
"ObjectId(""5eff3b6c156a97c639b6f940"")",15f57731-5654-442c-9d04-4170cd6fbb5d,https://www.autoscout24.it/annunci/renault-zoe-zen-r135-flex-my20-elettrica-bianco-15f57731-5654-442c-9d04-4170cd6fbb5d?cldtidx=18&cldtsrc=listPage,Renault ZOE,Zen R135 Flex my20,€ 20.600,0,11/2019,2019,13,KM0,0,Automatico,Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Medecar Srl,IT,85050 Tito - Pz,
"ObjectId(""5eff3b6c156a97c639b6f941"")",bbdcb76c-931e-476d-9205-c2e47407f98d,https://www.autoscout24.it/annunci/mitsubishi-std-elettrica-bianco-bbdcb76c-931e-476d-9205-c2e47407f98d?cldtidx=20&cldtsrc=listPage,Mitsubishi,std,€ 20.900,0,-/- (Anno),-,67,Nuovo,0,Automatico,Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Emilianauto Group Spa,IT,40100 Bologna - Bo,
"ObjectId(""5eff3b6c156a97c639b6f942"")",c9e97dfd-17b6-4711-bfa4-d2fcbbf3dcb4,https://www.autoscout24.it/annunci/bmw-i3-94-ah-navi-cerchi-19-elettrica-blu-azzurro-c9e97dfd-17b6-4711-bfa4-d2fcbbf3dcb4?cldtidx=19&cldtsrc=listPage,BMW i3,94 Ah NAVI / CERCHI 19,€ 23.900,6626,04/2017,2017,129,Usato,1,Automatico,Elettrica,-/- (l/100 km),"0 g CO2/km (comb.) 3""]",Angeletti Auto,IT,60019 Marzocca di Senigallia - Ancona - An,
